price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,age_of_house,yr_renovated_filled,has_been_renovated
360000.0,4.0,2.5,2850,4650,2.0,0,0,3,2850,0,2004-01-01,2003-01-01,27437 237th Ave SE,Maple Valley,WA 98038,21,2003-01-01 00:00:00,1
405000.0,2.0,1.0,1260,4377,1.0,0,0,4,1260,0,1947-01-01,1988-01-01,9532 Phinney Ave N,Seattle,WA 98103,78,1988-01-01 00:00:00,1
450000.0,3.0,1.75,1610,11200,1.0,0,0,3,1610,0,1955-01-01,2005-01-01,12234 NE 65th St,Kirkland,WA 98033,70,2005-01-01 00:00:00,1
703000.0,3.0,2.0,1360,5980,1.5,0,0,3,1360,0,1945-01-01,2008-01-01,4401 SW Hill St,Seattle,WA 98116,80,2008-01-01 00:00:00,1
661000.0,4.0,2.5,2496,8058,2.0,0,0,3,2496,0,1998-01-01,2006-01-01,8517 143rd Ct NE,Redmond,WA 98052,27,2006-01-01 00:00:00,1
580000.0,4.0,2.25,2160,9593,1.0,0,0,3,2160,0,1969-01-01,2010-01-01,2422 171 Ave SE,Bellevue,WA 98008,56,2010-01-01 00:00:00,1
464000.0,3.0,1.0,1320,3625,2.0,0,0,3,1320,0,1900-01-01,2005-01-01,316 35th Ave,Seattle,WA 98122,125,2005-01-01 00:00:00,1
945000.0,2.0,2.5,2540,7089,2.0,0,0,3,2540,0,2004-01-01,2003-01-01,3241 63rd Ave SW,Seattle,WA 98116,21,2003-01-01 00:00:00,1
659500.0,4.0,3.0,2620,18362,1.0,0,0,4,1870,750,1956-01-01,,11605 SE 45th Pl,Bellevue,WA 98006,69,0,0
200000.0,3.0,1.5,1140,8340,1.0,0,0,3,1140,0,1960-01-01,2012-01-01,14015 43rd Ave S,Tukwila,WA 98168,65,2012-01-01 00:00:00,1
280000.0,3.0,2.0,1790,42399,1.0,0,0,4,1790,0,1990-01-01,,15611 SE 322nd Pl,Auburn,WA 98092,35,0,0
346150.0,3.0,2.0,2140,7200,1.0,0,0,4,1480,660,1966-01-01,,2515 NE 19th St,Renton,WA 98056,59,0,0
197500.0,3.0,1.0,1330,5412,2.0,0,0,5,1330,0,1905-01-01,,1535 Griffin Ave,Enumclaw,WA 98022,120,0,0
799000.0,4.0,2.5,2590,7910,2.0,0,0,3,2590,0,2001-01-01,,4022 NE 95th St,Seattle,WA 98115,24,0,0
350000.0,2.0,1.0,1620,9205,1.0,0,0,5,850,770,1921-01-01,,12411 84th Ave NE,Kirkland,WA 98034,104,0,0
720000.0,4.0,2.5,2440,34290,2.0,0,0,3,2440,0,1987-01-01,2000-01-01,7210 221st Ave NE,Redmond,WA 98053,38,2000-01-01 00:00:00,1
519000.0,3.0,2.75,2020,10744,1.0,0,0,5,1270,750,1954-01-01,,18107-18199 6th Ave SW,Normandy Park,WA 98166,71,0,0
590300.0,3.0,1.5,1470,7200,2.0,0,0,4,1470,0,1907-01-01,,4709 43rd Ave S,Seattle,WA 98118,118,0,0
410000.0,6.0,2.75,2520,9324,1.0,0,0,4,1320,1200,1962-01-01,,3306 NE 185th St,Lake Forest Park,WA 98155,63,0,0
437000.0,2.0,1.75,1440,4225,1.0,0,0,3,1440,0,2005-01-01,,23047 NE 130th St,Redmond,WA 98053,20,0,0
221000.0,3.0,2.25,1640,7350,1.0,0,0,3,1140,500,1984-01-01,,37724 26th Dr S,Federal Way,WA 98003,41,0,0
380000.0,4.0,2.25,2150,20181,1.0,0,0,3,1090,1060,1963-01-01,2008-01-01,18507 71st Ave NE,Kenmore,WA 98028,62,2008-01-01 00:00:00,1
506000.0,2.0,1.0,1570,8210,1.0,0,0,4,1150,420,1952-01-01,,12723 11th Ave NW,Seattle,WA 98177,73,0,0
395000.0,4.0,1.0,1980,10350,1.0,0,0,4,1430,550,1968-01-01,,475 SW Forest Dr,Issaquah,WA 98027,57,0,0
285000.0,3.0,1.0,1210,4731,1.5,0,0,3,1210,0,1901-01-01,,7749-7999 31st Ave NW,Seattle,WA 98117,124,0,0
311000.0,3.0,1.75,1900,3000,1.5,0,0,5,1070,830,1903-01-01,,8653 Wabash Ave S,Seattle,WA 98118,122,0,0
520000.0,3.0,1.75,1940,219527,1.0,0,0,3,1940,0,1991-01-01,,24020 SE 202nd St,Maple Valley,WA 98038,34,0,0
435000.0,3.0,1.75,1310,8065,1.0,0,0,4,1310,0,1948-01-01,,9729 Dibble Ave NW,Seattle,WA 98117,77,0,0
120000.0,2.0,1.0,990,39964,1.0,0,0,2,990,0,1945-01-01,,19229 SE 272nd St,Kent,WA 98042,80,0,0
186000.0,3.0,2.0,1340,4320,1.0,0,0,3,920,420,1912-01-01,1993-01-01,119 10th St SE,Auburn,WA 98002,113,1993-01-01 00:00:00,1
756000.0,4.0,2.25,2160,5600,1.0,0,0,5,1080,1080,1947-01-01,,2667 11th Ave W,Seattle,WA 98119,78,0,0
248000.0,4.0,2.0,2080,13510,1.0,0,0,3,1040,1040,1950-01-01,2005-01-01,6105 S 124th St,Seattle,WA 98178,75,2005-01-01 00:00:00,1
287000.0,3.0,2.0,1300,11374,1.5,0,0,5,1300,0,1933-01-01,,13304 24th Ave S,SeaTac,WA 98168,92,0,0
510000.0,4.0,2.5,2610,8031,2.0,0,0,3,2610,0,1998-01-01,2006-01-01,19615 55th Ave NE,Lake Forest Park,WA 98155,27,2006-01-01 00:00:00,1
249000.0,3.0,1.0,1050,8498,1.0,0,0,4,1050,0,1959-01-01,,22115 104th Pl SE,Kent,WA 98031,66,0,0
340000.0,3.0,2.5,2480,6112,2.0,0,0,3,2480,0,2004-01-01,2003-01-01,18210 170th Pl SE,Renton,WA 98058,21,2003-01-01 00:00:00,1
399888.0,4.0,2.25,1820,8255,1.5,0,0,4,1320,500,1930-01-01,,1559 N 130th St,Seattle,WA 98133,95,0,0
440000.0,3.0,1.75,1170,8740,1.0,0,0,4,1170,0,1968-01-01,,9319 167th Ave NE,Redmond,WA 98052,57,0,0
899000.0,4.0,2.25,2370,6000,1.0,0,2,3,1440,930,1959-01-01,1989-01-01,2411 NW Blue Ridge Dr,Seattle,WA 98177,66,1989-01-01 00:00:00,1
540500.0,5.0,3.75,3090,7415,2.0,0,0,3,3090,0,2014-01-01,,493 S 187th Ln,Burien,WA 98148,11,0,0
385000.0,3.0,1.75,2310,11200,1.0,0,0,4,1630,680,1978-01-01,2000-01-01,26525 Woodland Way S,Kent,WA 98030,47,2000-01-01 00:00:00,1
558000.0,4.0,2.25,2060,10358,1.0,0,0,4,1320,740,1962-01-01,,6132-6198 125th Ave SE,Bellevue,WA 98006,63,0,0
600000.0,3.0,2.0,2540,237402,1.0,0,0,3,2540,0,2007-01-01,,37124-37118 237th Pl SE,Enumclaw,WA 98022,18,0,0
450000.0,4.0,2.5,2400,7693,2.0,0,0,3,2400,0,2003-01-01,,378 Nile Pl NE,Renton,WA 98059,22,0,0
232500.0,3.0,1.0,1320,8450,1.0,0,0,3,880,440,1961-01-01,2004-01-01,30606 2nd Ave SW,Federal Way,WA 98023,64,2004-01-01 00:00:00,1
436000.0,2.0,1.0,790,6600,1.0,0,0,3,790,0,1949-01-01,1998-01-01,1524 30th Ave,Seattle,WA 98122,76,1998-01-01 00:00:00,1
240000.0,4.0,2.0,1790,14690,1.0,0,1,4,1670,120,1960-01-01,2001-01-01,1009 S 229th Pl,Des Moines,WA 98198,65,2001-01-01 00:00:00,1
489950.0,3.0,2.25,1820,7326,2.0,0,0,3,1820,0,1983-01-01,2009-01-01,9243 NE 126th Pl,Kirkland,WA 98034,42,2009-01-01 00:00:00,1
680000.0,6.0,2.0,1670,3000,1.0,0,0,5,900,770,1911-01-01,1984-01-01,4718 11th Ave NE,Seattle,WA 98105,114,1984-01-01 00:00:00,1
1068000.0,5.0,3.5,3990,9938,2.0,0,0,3,3990,0,2001-01-01,,13828 SE 92nd St,Newcastle,WA 98059,24,0,0
352450.0,3.0,2.0,1430,6000,1.0,0,0,5,1430,0,1945-01-01,,17510 12th Ave NE,Shoreline,WA 98155,80,0,0
335000.0,4.0,2.0,2030,103672,1.0,0,0,4,2030,0,1969-01-01,,27610 SE Mud Mountain Rd,Enumclaw,WA 98022,56,0,0
549000.0,4.0,1.75,1290,3060,2.0,0,0,4,1290,0,1906-01-01,1990-01-01,742 N 70th St,Seattle,WA 98103,119,1990-01-01 00:00:00,1
618250.0,4.0,3.25,2520,3360,1.5,0,0,4,1550,970,1931-01-01,,7019 Brooklyn Ave NE,Seattle,WA 98115,94,0,0
850000.0,2.0,1.75,1590,5136,1.5,0,3,3,1320,270,1927-01-01,2011-01-01,2505 42nd Ave W,Seattle,WA 98199,98,2011-01-01 00:00:00,1
930000.0,5.0,2.0,3530,9385,1.5,0,0,3,3530,0,1925-01-01,2002-01-01,2833 Cascadia Ave S,Seattle,WA 98144,100,2002-01-01 00:00:00,1
505000.0,3.0,2.5,1610,4611,2.0,0,0,3,1610,0,1996-01-01,,24944 SE 43rd St,Issaquah,WA 98029,29,0,0
925000.0,4.0,2.5,3280,209088,2.0,0,0,3,3280,0,1994-01-01,,5310 236th Ave NE,Redmond,WA 98053,31,0,0
275000.0,3.0,1.75,1860,15681,1.0,0,0,4,1860,0,1971-01-01,,304 SW 316th St,Federal Way,WA 98023,54,0,0
499000.0,3.0,1.75,1840,5000,1.0,0,0,4,920,920,1910-01-01,,7043 Mary Ave NW,Seattle,WA 98117,115,0,0
507000.0,3.0,2.5,2120,7201,2.0,0,0,3,2120,0,2003-01-01,,12200 Densmore Ave N,Seattle,WA 98133,22,0,0
619850.0,4.0,2.5,2270,9247,1.0,0,0,5,1500,770,1972-01-01,,4802 122nd Ave SE,Bellevue,WA 98006,53,0,0
500000.0,3.0,2.5,2840,48716,1.0,0,3,3,1870,970,1994-01-01,,9320 318th Pl NE,Carnation,WA 98014,31,0,0
310000.0,4.0,1.5,1220,9600,1.0,0,0,3,1220,0,1980-01-01,,4201 Regal St,Carnation,WA 98014,45,0,0
646000.0,4.0,2.5,2310,4079,2.0,0,0,3,2310,0,2008-01-01,,8903 3rd Ave NW,Seattle,WA 98117,17,0,0
265000.0,3.0,1.75,1840,7300,1.0,0,0,3,1840,0,1966-01-01,1963-01-01,2714 SW 323rd St,Federal Way,WA 98023,59,1963-01-01 00:00:00,1
475000.0,3.0,2.5,950,1110,2.0,0,0,3,950,0,2003-01-01,,419 Federal Ave E,Seattle,WA 98102,22,0,0
600000.0,4.0,2.25,3070,8400,2.0,0,0,4,3070,0,1970-01-01,,12869-12951 NE 144th Way,Kirkland,WA 98034,55,0,0
470000.0,3.0,2.0,1730,38884,1.0,0,0,3,1730,0,1997-01-01,,29448 SE 208th St,Maple Valley,WA 98038,28,0,0
319950.0,2.0,1.0,920,8341,1.0,0,0,3,920,0,1939-01-01,1969-01-01,11260 Marine View Dr SW,Seattle,WA 98146,86,1969-01-01 00:00:00,1
712000.0,3.0,2.75,3200,6699,2.0,0,0,3,3200,0,2004-01-01,2003-01-01,26008 SE 23rd Pl,Sammamish,WA 98075,21,2003-01-01 00:00:00,1
775000.0,4.0,2.75,3010,15992,2.0,0,0,3,3010,0,1996-01-01,,25916 SE 22nd Pl,Sammamish,WA 98075,29,0,0
390000.0,3.0,2.25,1600,10240,1.0,0,0,3,1090,510,1979-01-01,2014-01-01,14102 81st Pl NE,Kirkland,WA 98034,46,2014-01-01 00:00:00,1
585000.0,4.0,2.5,2840,11044,2.0,0,0,3,2840,0,2001-01-01,,12458 Juanita Dr NE,Kirkland,WA 98034,24,0,0
1027000.0,3.0,2.5,2430,10500,2.0,0,1,3,2430,0,1989-01-01,,3215 107th Ave SE,Bellevue,WA 98004,36,0,0
232603.0,3.0,1.75,1750,11461,2.0,0,0,4,1750,0,1976-01-01,1992-01-01,1002 Pike St NE,Auburn,WA 98002,49,1992-01-01 00:00:00,1
543000.0,3.0,2.25,1240,949,3.0,0,0,3,1240,0,2008-01-01,,3455 Meridian Ave N,Seattle,WA 98103,17,0,0
607500.0,3.0,3.25,1530,1612,3.0,0,0,3,1530,0,2006-01-01,,1537 NW 58th St,Seattle,WA 98107,19,0,0
750000.0,3.0,3.5,3390,10078,2.0,0,0,3,3040,350,2012-01-01,1912-01-01,11619 SE 73rd Pl,Newcastle,WA 98059,13,1912-01-01 00:00:00,1
728050.0,3.0,2.5,2320,6775,1.0,0,0,3,2320,0,2008-01-01,,24233 NE 131st Terrace,Redmond,WA 98053,17,0,0
734990.0,4.0,2.5,2650,6884,2.0,0,0,3,2650,0,2012-01-01,1912-01-01,Eastridge Drive Promenade,Redmond,WA 98053,13,1912-01-01 00:00:00,1
330000.0,3.0,2.5,2238,7209,2.0,0,0,3,2238,0,2011-01-01,,1326 SW 340th St,Federal Way,WA 98023,14,0,0
605000.0,4.0,2.5,2620,7553,2.0,0,0,3,2620,0,1996-01-01,,8113 120th Pl SE,Newcastle,WA 98056,29,0,0
441000.0,3.0,2.75,1910,7280,1.0,0,0,3,1160,750,1979-01-01,2014-01-01,14413 88th Ave NE,Kirkland,WA 98034,46,2014-01-01 00:00:00,1
650000.0,4.0,2.5,3040,6587,2.0,0,0,3,3040,0,2003-01-01,,22540 NE 92nd St,Redmond,WA 98053,22,0,0
395000.0,3.0,1.0,1500,4000,1.0,0,0,3,900,600,1925-01-01,2002-01-01,8548 18th Ave NW,Seattle,WA 98117,100,2002-01-01 00:00:00,1
245000.0,1.0,0.75,380,15000,1.0,0,0,3,380,0,1963-01-01,2008-01-01,13602 8th Ave S,Burien,WA 98168,62,2008-01-01 00:00:00,1
905000.0,4.0,3.5,2970,14486,2.0,0,0,3,2340,630,1997-01-01,,9400 SE 47th St,Mercer Island,WA 98040,28,0,0
660000.0,4.0,3.25,3030,9273,2.0,0,0,5,3030,0,1988-01-01,,24554 SE 39th Pl,Issaquah,WA 98029,37,0,0
378000.0,4.0,2.5,1890,12236,1.0,0,0,3,1230,660,1978-01-01,,41936 SE 168th St,North Bend,WA 98045,47,0,0
600000.0,2.0,1.0,1040,3600,1.0,0,0,4,1040,0,1919-01-01,1980-01-01,122 16th Ave E,Seattle,WA 98112,106,1980-01-01 00:00:00,1
632500.0,4.0,2.5,2090,10306,2.0,0,0,3,2090,0,1986-01-01,,21604 NE 22nd Ct,Sammamish,WA 98074,39,0,0
210000.0,2.0,2.0,1680,5756,2.0,0,0,4,1680,0,1910-01-01,,111 F St SE,Auburn,WA 98002,115,0,0
754800.0,2.0,2.5,2770,7781,2.0,0,0,3,2770,0,2006-01-01,,Sunrise Loop Trail,Redmond,WA 98053,19,0,0
175000.0,2.0,1.0,1020,5130,1.0,0,0,4,1020,0,1948-01-01,,214 7th St SE,Auburn,WA 98002,77,0,0
455000.0,3.0,2.25,1470,4653,2.0,0,0,4,1470,0,1985-01-01,,24201-24231 SE 43rd Ct,Issaquah,WA 98029,40,0,0
450000.0,3.0,2.0,1430,3480,1.0,0,0,3,980,450,1947-01-01,2012-01-01,8012 Wallingford Ave N,Seattle,WA 98103,78,2012-01-01 00:00:00,1
790000.0,4.0,1.75,2050,10920,1.0,0,3,3,1450,600,1974-01-01,,3860 NE 157th Pl,Lake Forest Park,WA 98155,51,0,0
480000.0,4.0,1.0,2080,5500,1.0,0,0,3,1040,1040,1941-01-01,1994-01-01,7520 Jones Ave NW,Seattle,WA 98117,84,1994-01-01 00:00:00,1
850000.0,3.0,2.25,2870,8170,2.0,0,0,3,2250,620,1995-01-01,,7446-7498 Gatewood Rd SW,Seattle,WA 98136,30,0,0
725000.0,4.0,3.25,3940,27591,2.0,0,3,3,3440,500,2000-01-01,,17161 SE 100th St,Renton,WA 98059,25,0,0
380000.0,3.0,1.5,1520,4288,1.0,0,0,3,1020,500,1949-01-01,1998-01-01,4218 SW Sullivan St,Seattle,WA 98136,76,1998-01-01 00:00:00,1
979000.0,3.0,1.5,1700,14133,1.0,0,1,4,1700,0,1954-01-01,1979-01-01,9000 Lake Washington Blvd NE,Bellevue,WA 98004,71,1979-01-01 00:00:00,1
359950.0,3.0,2.25,1940,11612,1.0,0,0,4,1100,840,1981-01-01,,11317 82nd Ave S,Seattle,WA 98178,44,0,0
665900.0,4.0,2.25,2870,5453,2.0,0,1,4,2220,650,1926-01-01,1993-01-01,10030 44th Ave SW,Seattle,WA 98146,99,1993-01-01 00:00:00,1
812000.0,3.0,3.25,3240,8338,2.0,0,0,3,3240,0,2001-01-01,,20627 NE 25th Ct,Sammamish,WA 98074,24,0,0
203000.0,3.0,1.0,1150,7156,1.0,0,0,4,1150,0,1953-01-01,1983-01-01,1226 S 130th Pl,Burien,WA 98168,72,1983-01-01 00:00:00,1
456000.0,3.0,1.5,1440,28516,1.0,0,0,4,1440,0,1975-01-01,,24972 SE 30th St,Sammamish,WA 98075,50,0,0
547000.0,5.0,2.5,2200,4080,1.5,0,0,5,1420,780,1916-01-01,,8007 Fremont Ave N,Seattle,WA 98103,109,0,0
280000.0,3.0,2.0,1470,8089,1.0,0,0,3,1470,0,1987-01-01,2000-01-01,23825 14th Ave S,Des Moines,WA 98198,38,2000-01-01 00:00:00,1
640000.0,2.0,1.75,1760,4400,1.0,0,0,4,880,880,1930-01-01,,3526 Ashworth Ave N,Seattle,WA 98103,95,0,0
477000.0,3.0,1.75,1780,8085,1.0,0,0,3,1210,570,1976-01-01,,14815 108th Pl NE,Bothell,WA 98011,49,0,0
455000.0,4.0,2.25,2450,21000,1.0,0,2,4,1650,800,1954-01-01,1979-01-01,16406 8th Ave SW,Burien,WA 98166,71,1979-01-01 00:00:00,1
587206.0,3.0,3.5,1890,1710,2.0,0,0,3,1640,250,1999-01-01,,723 N 43rd St,Seattle,WA 98103,26,0,0
425000.0,3.0,2.5,2540,5612,2.0,0,0,3,2540,0,1999-01-01,,824 Chelan Pl NE,Renton,WA 98059,26,0,0
511500.0,4.0,1.0,1360,6000,1.5,0,0,3,1360,0,1917-01-01,2009-01-01,7714 37th Ave NE,Seattle,WA 98115,108,2009-01-01 00:00:00,1
218000.0,2.0,2.0,1310,2841,2.0,0,0,3,1310,0,2004-01-01,2003-01-01,28107 240th Ave SE,Maple Valley,WA 98038,21,2003-01-01 00:00:00,1
332000.0,3.0,2.0,1510,7884,1.0,0,0,3,1510,0,1942-01-01,2014-01-01,1015 SW 150th St,Burien,WA 98166,83,2014-01-01 00:00:00,1
291000.0,3.0,1.5,1860,60960,1.0,0,0,4,1140,720,1967-01-01,,24815 180th Ave SE,Covington,WA 98042,58,0,0
279000.0,4.0,2.0,2200,7700,1.0,0,0,3,1100,1100,1979-01-01,2014-01-01,1809 Glenwood Ave SE,Renton,WA 98058,46,2014-01-01 00:00:00,1
950000.0,4.0,2.5,3360,11548,2.0,0,0,3,3360,0,1988-01-01,2000-01-01,4926 119th Pl NE,Kirkland,WA 98033,37,2000-01-01 00:00:00,1
970500.0,3.0,2.75,2470,10125,2.0,0,0,3,2470,0,1960-01-01,2012-01-01,4511 87th Ave SE,Mercer Island,WA 98040,65,2012-01-01 00:00:00,1
412000.0,2.0,1.0,1260,3960,1.0,0,0,3,690,570,1925-01-01,2002-01-01,8329 27th Ave NW,Seattle,WA 98117,100,2002-01-01 00:00:00,1
400000.0,3.0,1.0,1430,10005,1.5,0,0,4,1430,0,1950-01-01,1983-01-01,12231 Densmore Ave N,Seattle,WA 98133,75,1983-01-01 00:00:00,1
200000.0,3.0,2.25,1230,7420,1.5,0,0,5,1230,0,1913-01-01,,804 12th St NE,Auburn,WA 98002,112,0,0
397000.0,4.0,2.5,2320,11717,2.0,0,0,3,2320,0,1997-01-01,,1000 Mountain View Blvd SE,North Bend,WA 98045,28,0,0
715000.0,4.0,2.5,3290,6628,2.0,0,0,3,3290,0,2003-01-01,,918 272nd Pl SE,Sammamish,WA 98075,22,0,0
371000.0,4.0,2.5,2550,4770,2.0,0,0,3,2550,0,2005-01-01,,27815 256th Ct SE,Maple Valley,WA 98038,20,0,0
458000.0,3.0,2.5,1870,5013,2.0,0,0,3,1870,0,2003-01-01,,8927 NE 176th St,Bothell,WA 98011,22,0,0
436500.0,5.0,3.0,3110,12429,1.0,0,0,3,1790,1320,1977-01-01,2004-01-01,16021-16299 Waynita Way NE,Bothell,WA 98011,48,2004-01-01 00:00:00,1
329950.0,3.0,2.5,1820,8085,2.0,0,0,3,1820,0,1983-01-01,2009-01-01,1142 S 23rd St,Renton,WA 98055,42,2009-01-01 00:00:00,1
950000.0,3.0,3.25,3050,18892,1.0,1,4,4,1650,1400,1962-01-01,,554-598 S 239th St,Des Moines,WA 98198,63,0,0
282000.0,4.0,2.0,1890,6302,2.0,0,0,3,1890,0,1997-01-01,,10125 SE 242nd Pl,Kent,WA 98030,28,0,0
250000.0,1.0,1.0,800,16306,1.0,0,0,2,680,120,1931-01-01,,12419 20th Ave S,Seattle,WA 98168,94,0,0
1135000.0,6.0,4.25,6900,244716,2.0,0,0,4,4820,2080,2002-01-01,,16903 246th Ave NE,Woodinville,WA 98077,23,0,0
400000.0,4.0,1.75,2670,189486,2.0,0,4,3,2670,0,1972-01-01,2002-01-01,38107 212th Ave SE,Auburn,WA 98092,53,2002-01-01 00:00:00,1
681500.0,5.0,2.75,3260,11700,1.0,0,0,3,1630,1630,1964-01-01,2000-01-01,17813 NE 8th Pl,Bellevue,WA 98008,61,2000-01-01 00:00:00,1
200000.0,2.0,1.0,860,6600,1.0,0,0,5,860,0,1949-01-01,,12824 7th Ave S,Burien,WA 98168,76,0,0
995000.0,4.0,4.5,3850,13551,2.0,0,2,3,3000,850,1998-01-01,2006-01-01,5659 178th Ave SE,Bellevue,WA 98006,27,2006-01-01 00:00:00,1
355000.0,4.0,2.5,2040,8265,2.0,0,0,3,2040,0,1996-01-01,,11830 6th Pl SW,Seattle,WA 98146,29,0,0
425000.0,3.0,2.25,1790,10209,1.0,0,0,3,1290,500,1967-01-01,2011-01-01,16544 189th Ave NE,Woodinville,WA 98072,58,2011-01-01 00:00:00,1
869000.0,4.0,3.0,3740,30884,2.0,0,0,3,3060,680,1988-01-01,2000-01-01,16534 NE 169th Pl,Woodinville,WA 98072,37,2000-01-01 00:00:00,1
915000.0,3.0,3.25,2660,4000,2.0,0,0,3,2170,490,2003-01-01,,3414 E Denny Way,Seattle,WA 98122,22,0,0
925000.0,4.0,2.0,3140,10437,1.0,0,0,4,2040,1100,1959-01-01,,8211 Sedgewick Ln,Mercer Island,WA 98040,66,0,0
390000.0,3.0,1.0,1160,3750,1.5,0,0,3,1160,0,1910-01-01,2006-01-01,4146 20th Ave SW,Seattle,WA 98106,115,2006-01-01 00:00:00,1
330000.0,3.0,2.25,1860,11227,2.0,0,0,3,1860,0,1995-01-01,,23217 SE 239th St,Maple Valley,WA 98038,30,0,0
482500.0,4.0,3.0,1630,7626,1.0,0,0,5,1110,520,1990-01-01,,12033 20th Ave NE,Seattle,WA 98125,35,0,0
525000.0,3.0,2.25,1750,1879,3.0,0,0,3,1750,0,2001-01-01,,2619 NW 60th St,Seattle,WA 98107,24,0,0
237000.0,3.0,1.0,1300,8160,1.0,0,0,4,1300,0,1960-01-01,2001-01-01,10241 126th Ave SE,Renton,WA 98056,65,2001-01-01 00:00:00,1
205000.0,3.0,1.0,960,7314,1.0,0,0,5,960,0,1960-01-01,,604 Cedar Dr SE,Auburn,WA 98002,65,0,0
623000.0,3.0,2.5,1850,7777,2.0,0,0,5,1850,0,1989-01-01,,12833 NE 101st Pl,Kirkland,WA 98033,36,0,0
565000.0,4.0,2.75,3260,4900,2.0,0,0,3,3260,0,2013-01-01,1923-01-01,16222 SE 135th Pl,Renton,WA 98059,12,1923-01-01 00:00:00,1
400000.0,4.0,2.25,2420,7927,1.0,0,0,4,1400,1020,1973-01-01,,17812-17818 Stone Ave N,Shoreline,WA 98133,52,0,0
405000.0,3.0,1.0,1460,10000,1.5,0,0,3,1460,0,2002-01-01,,1321 208th Ave NE,Sammamish,WA 98074,23,0,0
337000.0,4.0,3.0,2240,8504,2.0,0,0,3,2240,0,1992-01-01,,14532-14536 31st Ave NE,Shoreline,WA 98155,33,0,0
355000.0,2.0,1.0,1240,27042,1.0,0,1,3,1000,240,1943-01-01,2002-01-01,11516 103rd Ave SW,Vashon,WA 98070,82,2002-01-01 00:00:00,1
885000.0,3.0,2.25,2060,9552,1.0,0,0,4,1610,450,1975-01-01,,7031 81st Ave SE,Mercer Island,WA 98040,50,0,0
420000.0,5.0,2.75,2280,10319,1.0,0,0,3,1300,980,1959-01-01,1989-01-01,504 NW 175th Ct,Shoreline,WA 98177,66,1989-01-01 00:00:00,1
448000.0,4.0,2.5,2510,6853,2.0,0,2,3,2510,0,2006-01-01,,27498 254th Pl SE,Maple Valley,WA 98038,19,0,0
800000.0,4.0,2.75,3150,7035,2.0,0,0,3,3150,0,2004-01-01,2003-01-01,1105 273rd Pl SE,Sammamish,WA 98075,21,2003-01-01 00:00:00,1
830000.0,5.0,2.25,2780,10192,2.0,0,0,4,2780,0,1978-01-01,2000-01-01,14111 NE 4th St,Bellevue,WA 98007,47,2000-01-01 00:00:00,1
725000.0,6.0,1.75,2380,4080,2.0,0,0,3,2380,0,1917-01-01,2009-01-01,4554 Latona Ave NE,Seattle,WA 98105,108,2009-01-01 00:00:00,1
780000.0,3.0,2.25,2140,3000,2.0,0,0,3,2140,0,1905-01-01,2006-01-01,537 N 66th St,Seattle,WA 98103,120,2006-01-01 00:00:00,1
325000.0,2.0,1.0,840,4239,1.0,0,0,3,840,0,1948-01-01,1994-01-01,7901-7911 39th Ave SW,Seattle,WA 98136,77,1994-01-01 00:00:00,1
488800.0,4.0,2.25,2170,9665,1.0,0,0,4,1300,870,1976-01-01,1992-01-01,6438 131st Ave SE,Bellevue,WA 98006,49,1992-01-01 00:00:00,1
489000.0,4.0,2.0,2120,11479,1.0,0,0,4,1060,1060,1940-01-01,2001-01-01,10822-10830 24th Ave NE,Seattle,WA 98125,85,2001-01-01 00:00:00,1
595000.0,3.0,2.75,3290,22649,2.0,0,0,4,3290,0,1993-01-01,,3616 Lincoln Ave NE,Newcastle,WA 98056,32,0,0
359900.0,5.0,2.25,2290,7420,1.0,0,0,3,1290,1000,1973-01-01,2013-01-01,13038 SE 184th Pl,Renton,WA 98058,52,2013-01-01 00:00:00,1
1080000.0,3.0,3.0,4910,43560,2.0,0,0,4,4000,910,1989-01-01,,2100 156th Ave SE,Bellevue,WA 98007,36,0,0
925000.0,4.0,2.75,3730,8014,2.0,0,0,3,3730,0,2012-01-01,1912-01-01,625 212th Ave SE,Sammamish,WA 98074,13,1912-01-01 00:00:00,1
625000.0,3.0,2.5,2440,4800,2.0,0,0,3,2440,0,2014-01-01,,4754 26th Ave SW,Seattle,WA 98106,11,0,0
339990.0,3.0,2.5,2570,4600,2.0,0,0,3,2570,0,2014-01-01,,5703 Charlotte Ave SE,Auburn,WA 98092,11,0,0
775950.0,4.0,2.5,2970,4400,2.0,0,0,3,2970,0,2014-01-01,,16904 NE 116th St,Redmond,WA 98052,11,0,0
420000.0,5.0,3.0,2630,3149,2.0,0,0,3,1670,960,2013-01-01,1923-01-01,3608 NE Sunset Blvd,Renton,WA 98056,12,1923-01-01 00:00:00,1
654000.0,3.0,3.25,1530,1565,2.0,0,0,3,1280,250,2005-01-01,,1806 15th Ave,Seattle,WA 98122,20,0,0
725000.0,3.0,3.5,3690,8837,2.0,0,0,3,3690,0,2001-01-01,,34809 SE Garden Ct,Snoqualmie,WA 98065,24,0,0
375000.0,2.0,1.0,1230,1820,2.0,0,0,4,830,400,1948-01-01,,3257 NW Market St,Seattle,WA 98107,77,0,0
1100000.0,3.0,2.5,2200,20000,1.0,0,1,3,1400,800,1952-01-01,2008-01-01,3244 112th Ave SE,Bellevue,WA 98004,73,2008-01-01 00:00:00,1
